,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type
X687,47945,59373,44611,52057,48883.63452,56763.35316,50758.43826,55178.27811,687,tdfp_arima,50852.42564,56342.0565,53294.8023,54986.31097,687,tdfp_arima,50846.99736,56343.40484,53288.61235,54986.86738,687,tdfp_arima
X688,18614,24690,16464,23395,16694.69136,23550.44045,17962.15142,22144.793,688,tdfp_arima,17727.23307,23574.60179,19102.72741,22322.99278,688,tdfp_arima,17725.17585,23574.47729,19100.72046,22322.56135,688,tdfp_arima
X689,34509,46322,34002,38937,35461.61249,43234.33198,37112.18759,42009.45462,689,tdfp_arima,36889.83092,42913.4475,38966.65793,41863.30227,689,tdfp_arima,36884.63912,42914.73709,38960.73764,41863.83444,689,tdfp_arima
X690,27791,34914,27627,32013,27650.88406,35535.68012,29329.47862,33689.76919,690,tdfp_arima,29361.04993,35572.13761,31191.86684,33960.87172,690,tdfp_arima,29357.39083,35571.91617,31188.29716,33960.10436,690,tdfp_arima
X691,38943,58508,38944,46448,44004.7676,50393.57831,45351.59276,49148.47292,691,tdfp_arima,45777.06207,50019.55802,47617.78047,48977.48369,691,tdfp_arima,45770.24621,50021.25101,47610.00824,48978.18233,691,tdfp_arima
X692,35052,40842,27955,38031,27888.15962,43618.82608,32531.55959,40124.53038,692,tdfp_arima,29613.00062,43663.5764,34597.27627,40447.41361,692,tdfp_arima,29607.34705,43663.23425,34591.76084,40446.22798,692,tdfp_arima
X693,26818,47209,29059,45448,26580.46004,46702.11319,30840.2203,42970.96631,693,tdfp_arima,27650.98955,46355.4909,32381.28477,42821.46883,693,tdfp_arima,27643.27798,46357.40638,32372.49115,42822.25929,693,tdfp_arima
X695,23626,41430,25767,38029,25901.61755,35600.19716,28179.8119,33520.39608,695,tdfp_arima,27503.59389,35636.72084,29969.1976,33790.13566,695,tdfp_arima,27499.15327,35636.45209,29964.86549,33789.2044,695,tdfp_arima
X696,48698,60865,47483,55685,44394.17441,54163.76498,45714.60827,51619.18861,696,tdfp_arima,47139.88776,54219.33378,48617.4334,52034.56968,696,tdfp_arima,47132.75047,54218.90184,48610.47052,52033.0729,696,tdfp_arima
X697,56828,71547,50532,61360,54051.39226,71229.56077,59062.68278,67462.85176,697,tdfp_arima,56228.31511,70700.89617,62014.00417,67228.14616,697,tdfp_arima,56218.09741,70703.43415,62002.35277,67229.1935,697,tdfp_arima
X698,100638,108610,86717,85088,83138.47929,105471.4489,85928.12801,102553.2425,698,tdfp_arima,88280.47,105579.6563,91384.46547,103378.4914,698,tdfp_arima,88269.05195,105578.9653,91373.32643,103376.0969,698,tdfp_arima
X699,41088,50699,40730,49923,44614.64329,47325.43923,44545.40993,46995.81565,699,tdfp_arima,47373.99231,47373.99231,47373.99231,47373.99231,699,tdfp_arima,47357.02929,47372.96573,47357.4438,47370.43495,699,tdfp_arima
X700,23915,31842,23434,28600,23443.09914,29892.46503,24577.33444,28000.58851,700,tdfp_arima,24893.0198,29923.13292,26137.96696,28225.91004,700,tdfp_arima,24887.39504,29922.79252,26132.47965,28224.73045,700,tdfp_arima
X703,15940,20790,15150,18504,16054.37117,20621.59902,16833.48766,19797.25096,703,tdfp_arima,17047.31004,20642.75556,17902.39479,19956.56,703,tdfp_arima,17046.19578,20642.68812,17901.30777,19956.32632,703,tdfp_arima
X704,59708,74551,55174,58750,55512.81964,70305.85792,57813.47852,66844.77572,704,tdfp_arima,57748.60156,69784.04903,60702.37804,66612.22044,704,tdfp_arima,57739.58999,69786.28742,60692.102,66613.14414,704,tdfp_arima
X705,41292,53339,36154,48410,34486.73731,51849.35211,40014.31126,47886.91068,705,tdfp_arima,36619.69048,51902.54645,42555.17408,48272.25801,705,tdfp_arima,36612.68882,51902.12272,42548.34351,48270.78967,705,tdfp_arima
X707,46222,54378,41374,52272,41695.12289,54458.10539,44052.79737,52166.11724,707,tdfp_arima,44273.90394,54513.97616,46850.09941,52585.89946,707,tdfp_arima,44266.29321,54513.51557,46842.67466,52584.3034,707,tdfp_arima
X708,33579,38280,29639,34150,34319.98632,33784.5728,35125.78163,33441.23567,708,tdfp_arima,35349.07156,35349.07156,35349.07156,35349.07156,708,tdfp_arima,35336.18606,35306.10625,35361.58079,35299.73192,708,tdfp_arima
X709,57615,67793,53966,56309,46918.33553,63509.17431,49659.97176,60743.73203,709,tdfp_arima,49820.16448,63574.33094,52813.32295,61232.53856,709,tdfp_arima,49811.69934,63573.81864,52805.06466,61230.76332,709,tdfp_arima
X713,48306,62116,39049,51130,44818.10399,61490.91061,47988.41555,58487.94852,713,tdfp_arima,47590.03675,61553.99662,51035.62484,58958.6027,713,tdfp_arima,47576.1844,61553.15829,51022.11098,58955.69769,713,tdfp_arima
X714,26163,35354,27929,32808,26494.14604,33938.90409,27723.49561,32090.19039,714,tdfp_arima,27561.19926,33687.01011,29108.8195,31978.5475,714,tdfp_arima,27558.78263,33687.61038,29106.06379,31978.79521,714,tdfp_arima
X715,31213,43520,29002,42688,29927.49362,42020.23991,32254.78611,39465.25014,715,tdfp_arima,31778.46439,42063.35017,34302.92799,39782.82812,715,tdfp_arima,31771.06595,42062.90242,34295.71034,39781.27658,715,tdfp_arima
X717,24923,36815,21752,34723,23872.73582,36872.76803,27220.91545,34164.37151,717,tdfp_arima,24834.21159,36599.09896,28581.12576,34045.51248,717,tdfp_arima,24829.12888,36600.36146,28575.32987,34046.03346,717,tdfp_arima
X718,38923,50150,39011,44850,40687.23996,48078.3916,41610.03259,46924.85295,718,tdfp_arima,43203.68496,48127.71716,44252.22188,47302.45857,718,tdfp_arima,43198.42731,48127.39898,44247.0927,47301.35597,718,tdfp_arima
X720,38100,49142,36563,45639,34081.9308,45972.46354,36688.81703,43180.44522,720,tdfp_arima,36189.84729,46019.62854,39018.51478,43527.91948,720,tdfp_arima,36183.76597,46019.26051,39012.58206,43526.64415,720,tdfp_arima
X721,45113,52659,39105,41602,40443.71075,46047.814,42574.60807,44571.02907,721,tdfp_arima,42945.09383,46095.05631,45278.04679,44929.69341,721,tdfp_arima,42939.8508,46094.73901,45272.93188,44928.59388,721,tdfp_arima
X722,42614,45701,41797,43878,50802.85388,57087.54558,53421.87374,57206.16119,722,tdfp_arima,53944.93448,57146.114,56814.10138,57666.5008,722,tdfp_arima,53935.19428,57145.52454,56804.59919,57664.45815,722,tdfp_arima
X723,41558,54423,41631,53640,39904.57707,49470.13562,42853.69174,47382.85465,723,tdfp_arima,41511.73614,49102.96911,44995.06107,47218.00806,723,tdfp_arima,41506.97071,49104.1528,44989.62697,47218.49653,723,tdfp_arima
X724,38848,42408,34003,35609,38434.79332,43706.15054,39047.19541,42327.14067,724,tdfp_arima,39982.75677,43381.76422,40998.35675,42179.88309,724,tdfp_arima,39979.06743,43382.68062,40994.14973,42180.26125,724,tdfp_arima
X725,32969,40853,28949,33585,30150.5627,35747.00278,31848.68066,33556.88275,725,tdfp_arima,31364.8783,35481.68913,33440.13719,33440.13719,725,tdfp_arima,31361.6131,35482.50017,33436.41384,33440.47188,725,tdfp_arima
X726,57643,73684,51324,70152,53973.33588,67769.53532,60205.33415,63517.1792,726,tdfp_arima,57311.50605,67839.06283,64028.30374,64028.30374,726,tdfp_arima,57287.39262,67837.60351,64004.77953,64023.24685,726,tdfp_arima
X727,25054,30626,24842,29756,21177.64128,29031.20599,22823.64886,27384.99769,727,tdfp_arima,22487.44674,29060.99028,24272.92435,27605.36555,727,tdfp_arima,22485.55873,29060.87602,24271.08248,27604.96961,727,tdfp_arima
X728,29930,35545,28847,32516,26875.72826,34148.87075,27825.71987,33099.05414,728,tdfp_arima,27958.14973,33895.41841,29216.15184,32983.90139,728,tdfp_arima,27956.29715,33895.87857,29214.03932,32984.09128,728,tdfp_arima
X729,54427,71342,50648,64089,54978.35257,67355.14716,60078.20925,63800.36075,729,tdfp_arima,56626.87919,70474.23482,60460.11844,67440.19687,729,tdfp_arima,56617.26844,70442.18879,60469.44855,67403.3965,729,tdfp_arima
X730,38286,50310,34317,40555,37889.60519,44482.28576,41003.05983,42252.65149,730,tdfp_arima,39025.72549,46542.17508,41263.71083,44663.18217,730,tdfp_arima,39019.06015,46519.95023,41270.18154,44637.66004,730,tdfp_arima
X731,48679,61387,39232,51642,42229.32537,59597.16464,45747.68638,56373.63719,731,tdfp_arima,44841.14605,59658.30778,48652.61194,56827.27744,731,tdfp_arima,44831.59848,59657.72997,48643.29768,56825.2752,731,tdfp_arima
X732,57315,59475,60395,62618,45902.86891,55953.22969,45654.54666,51374.16735,732,tdfp_arima,48741.89277,56010.63437,48553.55795,51787.57674,732,tdfp_arima,48737.55084,56010.3716,48549.32213,51786.66618,732,tdfp_arima
X733,98699,102273,93957,91813,103458.3984,109056.1277,104378.1485,107892.9191,733,tdfp_arima,108742.3816,108742.3816,108742.3816,108742.3816,733,tdfp_arima,108538.1082,108766.4856,108649.309,108701.7144,733,tdfp_arima
X734,26562,35130,21377,31213,26673.73767,36503.28894,29415.49268,34370.43654,734,tdfp_arima,28323.46849,36540.73914,31283.34269,34647.01642,734,tdfp_arima,28316.4543,36540.31465,31276.4999,34645.54546,734,tdfp_arima
X735,26339,37129,24910,35568,26212.59075,36022.51122,28516.91952,33579.80385,735,tdfp_arima,27268.30431,35755.15275,29941.89026,33462.97855,735,tdfp_arima,27262.18919,35756.67169,29934.9171,33463.60536,735,tdfp_arima
X737,32141,41074,28515,38760,28349.07977,39366.54216,30412.22794,37404.71087,737,tdfp_arima,30102.42799,39406.92988,32343.36949,37705.70764,737,tdfp_arima,30096.8675,39406.59337,32337.94487,37704.54153,737,tdfp_arima
X738,47855,54452,42817,47075,46530.92854,55761.23046,48142.35754,53701.60796,738,tdfp_arima,48404.96429,55347.37155,50547.99784,53514.7782,738,tdfp_arima,48398.92428,55348.87183,50541.11032,53515.39732,738,tdfp_arima
X740,41758,51730,41525,47634,34481.98104,47823.15011,38058.00518,44977.37536,740,tdfp_arima,35870.74475,47468.20749,39959.73736,44820.89751,740,tdfp_arima,35866.1598,47469.34635,39954.50907,44821.36748,740,tdfp_arima
X741,42916,55829,44679,49080,40971.08889,53226.40882,44657.31465,50742.32344,741,tdfp_arima,42621.20179,52831.36331,46888.80976,50565.78914,741,tdfp_arima,42616.51306,52832.52795,46883.46314,50566.26975,741,tdfp_arima
X742,42300,53794,37666,48355,39627.01113,53524.32606,43530.71184,50508.07771,742,tdfp_arima,41222.99123,53127.06942,45705.91139,50332.35836,742,tdfp_arima,41217.35191,53128.47017,45699.4808,50332.9364,742,tdfp_arima
X743,19831,26199,17214,26046,18110.71541,25291.18843,19633.31411,23851.52795,743,tdfp_arima,19230.83609,25317.13568,20880.00702,24043.46187,743,tdfp_arima,19228.74556,25317.00916,20877.96757,24043.02346,743,tdfp_arima
X745,37777,50867,33075,50916,32256.289,49170.64561,37331.14397,45389.90793,745,tdfp_arima,34251.29228,49221.09176,39701.62874,45755.16181,745,tdfp_arima,34242.82893,49220.57957,39693.3722,45753.38694,745,tdfp_arima
X746,35469,45899,32297,42912,34355.36737,42377.93019,35833.90554,41170.31378,746,tdfp_arima,35739.03172,42063.4019,37624.501,41027.08084,746,tdfp_arima,35733.81981,42064.69649,37618.55778,41027.61507,746,tdfp_arima
X747,43789,52022,40232,50696,40725.70738,47878.49967,46194.1545,43978.79665,747,tdfp_arima,41946.86825,50095.66114,46487.8046,46487.8046,747,tdfp_arima,41938.75635,50068.6129,46495.67962,46456.74349,747,tdfp_arima
X748,28662,37934,26474,33854,26440.41186,37101.38965,29458.78294,34780.44224,748,tdfp_arima,27505.30093,36826.02376,30930.81794,34659.43988,748,tdfp_arima,27501.9514,36826.85575,30926.99842,34659.78322,748,tdfp_arima
X749,24405,30464,23435,29197,20486.37193,30783.31867,22479.75311,28940.16625,749,tdfp_arima,21753.42343,30814.90052,23907.19162,29173.04858,749,tdfp_arima,21749.87779,30814.68594,23903.73262,29172.30502,749,tdfp_arima
X751,20383,25415,19144,22405,20432.26094,26915.49311,21573.12449,25376.66512,751,tdfp_arima,21695.96575,26943.1068,22942.99313,25580.87187,751,tdfp_arima,21693.65431,26942.96691,22940.73818,25580.38713,751,tdfp_arima
X752,22920,34919,22900,35807,24171.54799,33933.09511,26567.94827,31879.31796,752,tdfp_arima,25666.52212,33967.90844,28254.98248,32135.85174,752,tdfp_arima,25661.61441,33967.61143,28250.1947,32134.82253,752,tdfp_arima
X753,41649,52941,38081,46553,44885.87498,53151.35683,46912.28098,51456.33177,753,tdfp_arima,46693.65611,52756.86836,49256.4552,51277.31342,753,tdfp_arima,46685.27876,52758.94921,49246.90238,51278.17211,753,tdfp_arima
X754,38892,46591,33405,45375,39209.81345,45524.99958,42925.71121,43894.28981,754,tdfp_arima,40385.52021,47633.17497,43198.58425,46398.47661,754,tdfp_arima,40372.4106,47589.46239,43211.31106,46348.27883,754,tdfp_arima
X755,63600,68600,55469,61761,56013.36858,67098.93845,58058.19959,64677.40189,755,tdfp_arima,58269.31013,66600.93126,60959.32765,64452.38697,755,tdfp_arima,58259.8751,66603.27484,60948.56874,64453.35408,755,tdfp_arima
X756,91322,110778,83124,100050,87187.54636,106319.5021,89960.81997,101115.2563,756,tdfp_arima,92579.96583,106428.5796,95673.22874,101928.9336,756,tdfp_arima,92548.74625,106426.6902,95642.77204,101922.3865,756,tdfp_arima
X757,36224,46440,35664,44579,33782.69551,43464.44096,35353.74459,41575.67726,757,tdfp_arima,35872.10475,43509.03289,37598.66678,41910.23792,757,tdfp_arima,35867.48079,43508.75305,37594.15581,41909.26821,757,tdfp_arima
X758,26897,33394,26425,31070,24320.61005,29427.5293,25359.1091,28342.04392,758,tdfp_arima,25824.80345,29457.72019,26969.38341,28570.11315,758,tdfp_arima,25822.40916,29457.57529,26967.04763,28569.61104,758,tdfp_arima
X759,36464,47280,32068,49729,34791.74893,45680.52023,38033.27502,43272.8103,759,tdfp_arima,36943.56661,45727.38572,40448.34431,43621.02784,759,tdfp_arima,36936.62233,45726.96546,40441.56971,43619.57153,759,tdfp_arima
X760,49171,51444,47553,40919,41406.34121,43922.19998,41342.08652,43616.28009,760,tdfp_arima,43967.26154,43967.26154,43967.26154,43967.26154,760,tdfp_arima,43964.03169,43967.06607,43964.11061,43966.5842,760,tdfp_arima
X761,49308,61681,41801,52005,42179.91602,58516.55699,47288.9612,54828.71314,761,tdfp_arima,44788.6808,58576.59149,50291.75594,55269.92135,761,tdfp_arima,44782.88179,58576.24054,50286.09863,55268.70522,761,tdfp_arima
X762,21340,29857,21214,29949,22376.37758,24914.8663,23553.02045,24816.2853,762,tdfp_arima,23277.58744,24729.94859,24729.94859,24729.94859,762,tdfp_arima,23274.00834,24730.8376,24725.86728,24730.31545,762,tdfp_arima
X763,33663,41164,31027,38359,31323.74606,37934.43986,33948.62183,35769.45415,763,tdfp_arima,32585.31169,37652.89109,35645.01098,35645.01098,763,tdfp_arima,32581.24079,37653.90226,35640.36888,35645.42825,763,tdfp_arima
X764,21812,25807,21200,26597,20699.45196,23558.2342,21780.67856,23087.31282,764,tdfp_arima,21979.68213,23582.40355,23163.72663,23273.09708,764,tdfp_arima,21976.48199,23582.20988,23160.60469,23272.42597,764,tdfp_arima
X765,44714,56254,46372,56919,43346.71867,54325.53286,45574.42009,51640.34578,765,tdfp_arima,46027.64845,54381.26762,48468.34343,52055.8971,765,tdfp_arima,46020.70119,54380.84718,48461.56594,52054.44018,765,tdfp_arima
X767,32117,43142,31067,36704,28561.15317,37647.83828,32942.27821,34754.40536,767,tdfp_arima,30327.61782,37686.46272,35034.07505,35034.07505,767,tdfp_arima,30322.70238,37686.16524,35029.27973,35033.04422,767,tdfp_arima
X768,71529,93392,60946,82102,60262.19355,86903.57196,66408.60959,81127.32978,768,tdfp_arima,63989.32018,86992.72984,70625.48005,81780.1637,768,tdfp_arima,63969.42462,86991.52579,70606.07066,81775.99135,768,tdfp_arima
X769,78653,92098,77607,70462,84717.7352,91051.38688,83176.38984,89703.06325,769,tdfp_arima,89044.56706,90789.43902,86654.14033,90409.31337,769,tdfp_arima,88933.23053,90802.57658,86603.41235,90387.14822,769,tdfp_arima
X770,23158,33661,21968,32928,27946.46248,33749.12455,30454.39355,34122.77681,770,tdfp_arima,29674.90943,33783.74914,32388.21257,34397.36376,770,tdfp_arima,29668.97142,33783.38978,32382.41967,34396.11849,770,tdfp_arima
X772,22418,27057,21305,23308,21622.76046,25787.76052,22190.0077,25268.22018,772,tdfp_arima,22493.61835,25596.3642,23298.82703,25180.31117,772,tdfp_arima,22492.65816,25596.6027,23297.73212,25180.40959,772,tdfp_arima
X773,28635,31997,27783,30832,26060.05132,30547.90825,26143.49952,29130.12041,773,tdfp_arima,27671.82656,30579.24858,27803.58172,29364.53132,773,tdfp_arima,27669.40477,30579.10202,27801.21912,29364.02344,773,tdfp_arima
X774,29749,35037,27525,29129,27415.30858,34524.69117,28956.44307,32609.29111,774,tdfp_arima,29110.90445,34560.11145,30795.14396,32871.699,774,tdfp_arima,29108.74445,34559.98073,30793.03674,32871.24602,774,tdfp_arima
X776,22709,34840,23428,28939,25326.02776,28719.67779,27092.24355,27599.15468,776,tdfp_arima,26085.42903,30049.63097,27264.46534,29173.6975,776,tdfp_arima,26083.20044,30042.19998,27266.62885,29165.16404,776,tdfp_arima
X777,23222,28252,23254,27989,22621.64511,29138.92455,23998.57033,27692.10881,777,tdfp_arima,23532.73313,28922.65594,25197.76228,27595.767,777,tdfp_arima,23531.0377,28923.07707,25195.82896,27595.94079,777,tdfp_arima
X779,36843,46559,33633,44402,35333.55272,43178.30468,38856.88371,40994.36836,779,tdfp_arima,37518.88016,43222.60305,41324.25121,41324.25121,779,tdfp_arima,37507.94331,43221.94116,41313.58161,41321.95761,779,tdfp_arima
X780,34110,43327,29938,42223,31561.01519,41006.38894,34452.04637,38170.74073,780,tdfp_arima,33513.01682,41048.45905,36639.71175,38477.90176,780,tdfp_arima,33506.13891,41048.04281,36633.00191,38476.45938,780,tdfp_arima
X781,25003,29089,21545,28725,23398.46256,31503.35105,24941.63631,29909.09565,781,tdfp_arima,24845.6225,31535.67161,26525.40157,30149.77499,781,tdfp_arima,24841.13307,31535.39991,26521.02185,30148.8335,781,tdfp_arima
X782,31012,35545,29187,33301,26337.20239,33427.74303,29732.49367,31680.63982,782,tdfp_arima,27126.92374,34975.71769,29921.49918,33488.03301,782,tdfp_arima,27124.14244,34966.44372,29924.19927,33477.38316,782,tdfp_arima
X783,39612,46155,36013,40732,36355.60976,43728.11539,38241.53382,41749.07711,783,tdfp_arima,37819.83398,43403.56606,40152.43681,41603.83063,783,tdfp_arima,37816.0434,43404.5076,40148.11436,41604.21917,783,tdfp_arima
X784,32809,43505,30980,40854,32161.77446,45105.84113,34562.50598,42818.73876,784,tdfp_arima,34150.93216,45152.11704,36757.18542,43163.30236,784,tdfp_arima,34142.85423,45151.62817,36749.30489,43161.60832,784,tdfp_arima
X785,35257,48095,34335,50355,37060.22711,46900.2686,39607.64189,44824.86666,785,tdfp_arima,38552.82983,46552.1756,41586.80835,44668.91939,785,tdfp_arima,38547.45789,46553.50994,41580.68264,44669.47003,785,tdfp_arima
X786,17152,23200,12543,19507,17202.28473,22647.20927,18071.3039,21748.87559,786,tdfp_arima,18266.22034,22670.44396,19218.81095,21923.8894,786,tdfp_arima,18264.18853,22670.32099,19216.82879,21923.46331,786,tdfp_arima
X787,58263,66313,50748,61622,53876.96238,63367.93809,58044.87751,60314.97369,787,tdfp_arima,55492.4638,66302.38574,58413.86108,63755.96708,787,tdfp_arima,55482.45022,66268.99653,58423.58226,63717.62425,787,tdfp_arima
X788,101915,121037,89204,92820,88839.28507,112298.0311,92856.96339,108203.417,788,tdfp_arima,94333.86211,112413.2422,98753.27394,109074.1329,788,tdfp_arima,94314.63876,112412.0788,98734.52034,109070.1015,788,tdfp_arima
X789,22531,23383,23858,22008,20341.77755,21577.74861,20310.21101,21427.45872,789,tdfp_arima,21599.88609,21599.88609,21599.88609,21599.88609,789,tdfp_arima,21599.4605,21599.86033,21599.47089,21599.79684,789,tdfp_arima
X790,39968,51438,39850,43706,37266.07081,47429.47077,38811.79818,45184.69217,790,tdfp_arima,38766.9639,47077.45003,40751.19688,45027.49306,790,tdfp_arima,38762.69232,47078.51105,40746.32594,45027.9309,790,tdfp_arima
X791,43470,56520,39272,52676,42380.36036,55505.17383,46498.64371,52564.30536,791,tdfp_arima,45001.52232,55562.11883,49451.25419,52987.29182,791,tdfp_arima,44994.48055,55561.69267,49444.3845,52985.81507,791,tdfp_arima
X792,33800,47693,31029,44837,34756.71366,47588.34858,37930.65663,44937.41958,792,tdfp_arima,36156.54225,47235.14866,39826.0253,44781.08074,792,tdfp_arima,36149.43988,47236.91282,39817.92636,44781.80875,792,tdfp_arima
X793,21980,34906,21115,31750,22326.05057,34185.35689,24908.69551,31904.49401,793,tdfp_arima,23225.2335,33931.63375,26153.36579,31793.49717,793,tdfp_arima,23221.70858,33932.5093,26149.34627,31793.85848,793,tdfp_arima
